hotel_id,hotel_name,hotel_address,hotel_city
hotel_501,Hôtel Lion d'Or Louvre,5 Rue de la Sourdière  Paris  Paris  75001,Paris
hotel_502,Hôtel Châteaudun Opéra,30 Rue de Chateaudun  Paris  Paris  75009,Paris
hotel_503,citizenM Rome Isola Tiberina,LUNGOTEVERE DE CENCI 5-8  Rome  RM  00186,"Rome, Italy"
hotel_504,47 Boutique Hotel,Via Luigi Petroselli 47  Rome  RM  186,"Rome, Italy"
hotel_505,Fauno Urban Resort,Via della Fonte di Fauno 31  Rome  RM  153,"Rome, Italy"
hotel_506,citizenM Rome Isola Tiberina,LUNGOTEVERE DE CENCI 5-8  Rome  RM  00186,"Rome, Italy"
hotel_507,47 Boutique Hotel,Via Luigi Petroselli 47  Rome  RM  186,"Rome, Italy"
hotel_508,Golden Tulip Rome Piram,Via Giovanni Amendola 7  Rome  RM  185,"Rome, Italy"
hotel_509,The Independent Hotel,Via Volturno 48  Rome  RM  185,"Rome, Italy"
hotel_510,Window on Rome,Piazza Sidney Sonnino 25  Rome  RM  00153,"Rome, Italy"
hotel_511,Kolbe Hotel Rome,Via di San Teodoro 48  Rome  RM  186,"Rome, Italy"
hotel_512,Little Queen Suite,Via Florida 20  Rome  RM  186,"Rome, Italy"
hotel_513,Nicolas Inn,Via Cavour 295  Rome  RM  184,"Rome, Italy"
hotel_515,Dimora ai Fori - Guesthouse,Via Cavour 325  Rome  RM  00184,"Rome, Italy"
hotel_516,Hotel Chapter Roma,Via S. Maria de' Calderari 47  Rome  RM  00186,"Rome, Italy"
hotel_517,"Palazzo Velabro, a Member of Design Hotels",Via del Velabro 16  Rome  RM  00186,"Rome, Italy"
hotel_519,Town House Campo de' Fiori,Via dei Giubbonari 43  Rome  RM  186,"Rome, Italy"
hotel_520,Jb Relais Luxury,Via di San Bartolomeo de Vaccinari 19  Rome  RM  186,"Rome, Italy"
hotel_521,Flatinrome Trastevere Deluxe Rooms,Via della Luce 41  Rome  RM  00153,"Rome, Italy"
hotel_522,Hotel Tito,Via Marghera 29  Rome  RM  185,"Rome, Italy"
hotel_523,"Radisson Collection Hotel, Roma Antica",VIA DELLE BOTTEGHE OSCURE 46  Rome  RM  00186,"Rome, Italy"
hotel_524,B&B Circus Maximus,Viale Aventino 61  Rome  RM  153,"Rome, Italy"
hotel_525,The Spanish Suite Campo de Fiori,Piazza Cairoli 9 A  Rome  RM  186,"Rome, Italy"
hotel_526,Hotel San Francesco,Via Jacopa de' Settesoli 7  Rome  RM  153,"Rome, Italy"
hotel_527,Casa de' Fiori Biscione,Piazza Del Biscione 83  Rome  RM  186,"Rome, Italy"
hotel_528,Magenta Collection Sant'Anna,Via di Sant'Anna 11  Rome  RM  00186,"Rome, Italy"
hotel_529,Royal Rooms Colosseo,Via di S. Giovanni in Laterano 10  Rome  RM  184,"Rome, Italy"
hotel_530,Giuditta in Trastevere,Piazza Giuditta Tavani Arquati 113  Rome  RM  00153,"Rome, Italy"
hotel_531,UNAHOTELS Trastevere Roma,Via Emilio Morosini 27  Rome  RM  00153,"Rome, Italy"
hotel_532,Hotel Quirinale,Via Nazionale 7  Rome  RM  184,"Rome, Italy"
hotel_533,Splendor Suite Rome - Suites and Apartments,Piazza San Lorenzo in Lucina  35  Rome  RM  186,"Rome, Italy"
hotel_534,MZ Hotel Rome,Via Della Trinita Dei Pellegrini 12  Rome  RM  00186,"Rome, Italy"
hotel_536,The Sanctuary Urban Retreat,Via di Santa Prisca 11/B  Rome  RM  00153,"Rome, Italy"
hotel_537,Hanky Suite,16 Via Roma Libera  Rome  RM  00153,"Rome, Italy"
hotel_538,Hotel Le Clarisse al Pantheon,Via Arco Della Ciambella 19  Rome  RM  186,"Rome, Italy"
hotel_539,Hotel Artorius,via del Boschetto  13  Rome  RM  184,"Rome, Italy"
hotel_540,Relais Badoer,Largo Arenula 11  Rome  RM  186,"Rome, Italy"
hotel_541,Argentina Residenza Style Hotel,Via di Torre Argentina 47  Rome  RM  186,"Rome, Italy"
hotel_542,Hotel Paba,Via Cavour 266  Rome  RM  00184,"Rome, Italy"
hotel_543,Sourire Hotel,Via delle Terme Deciane 3  Rome  RM  153,"Rome, Italy"
hotel_544,Guesthouse o Affitta Camere iRooms Campo Dei Fiori,Piazza del Gesù  47  Rome  RM  186,"Rome, Italy"
hotel_545,Hotel Fiori,Via Nazionale 163  Rome  RM  00184,"Rome, Italy"
hotel_546,Hotel Trastevere,Via Luciano Manara 24A/25  Rome  RM  153,"Rome, Italy"
hotel_547,Borgo Ripa Urban Travel,Lungotevere Ripa 3  Rome  RM  00153,"Rome, Italy"
hotel_548,Torre Argentina Relais,Via Di Torre Argentina 44  Rome  RM  186,"Rome, Italy"
hotel_549,Via Del Corso Home,Via del Corso  277  Rome  RM  186,"Rome, Italy"
hotel_550,Hotel Romano,Largo Corrado Ricci  32  Rome  RM  184,"Rome, Italy"
hotel_551,Giubbonari Suites,Via dei Giubbonari 23  Rome  RM  00186,"Rome, Italy"
hotel_552,Domus Vitra,Via Cavour 275  6  Rome  RM  00184,"Rome, Italy"
hotel_553,Naman Hotellerie Monti,261 Via Panisperna  Rome  RM  00184,"Rome, Italy"
hotel_554,Antica Residenza del Corso,Via delle Convertite 5  Rome  RM  00187,"Rome, Italy"
hotel_555,Hotel Splendide Royal - The Leading Hotels of the World,Via Di Porta Pinciana 14  Rome  RM  187,"Rome, Italy"
hotel_556,Campo de' Fiori 34,Piazza Pollarola 34  Rome  RM  00186,"Rome, Italy"
hotel_557,Albergo Santa Chiara Hotel Rome,Via Santa Chiara 21  Rome  RM  186,"Rome, Italy"
hotel_558,Piccola Navona Roof Garden,4 Via de' Baullari  Rome  RM  00186,"Rome, Italy"
hotel_559,Duca di Cavour,Via Cavour 221  Rome  RM  00184,"Rome, Italy"
hotel_560,Guesthouse o Affitta Camere IRooms Pantheon,Piazza del Gesù 47  third floor (with lift)  Rome  RM  186,"Rome, Italy"
hotel_561,Colonna Suite del Corso,Via della Colonna Antonina 41  Rome  RM  00186,"Rome, Italy"
hotel_562,Hotel della Torre Argentina,Corso Vittorio Emanuele II  102  Rome  RM  00186,"Rome, Italy"
hotel_563,Hotel Locarno,Via Della Penna 22  Rome  RM  186,"Rome, Italy"
hotel_564,Aleph Rome Hotel Curio Collection by Hilton,Via di San Basilio 15  Rome  RM  00187,"Rome, Italy"
hotel_565,iRooms Forum and Colosseum,Via Baccina 45  Rome  RM  184,"Rome, Italy"
hotel_566,Colosseo Rooms Imperial Rome,Via di S. Giovanni in Laterano 10  Rome  RM  00184,"Rome, Italy"
hotel_567,Lunetta Hotel & SPA,Piazza del Paradiso  68  Rome  RM  186,"Rome, Italy"
hotel_568,Luxury Trastevere,Via Paglia 7  Rome  RM  158,"Rome, Italy"
hotel_569,Tullia e Prisca Relais,Via Tommaso Grossi 6  Rome  RM  184,"Rome, Italy"
