hotel_id,hotel_name,hotel_address,hotel_city,hotel_UUID
hotel_233,Scandic Spectrum,"10 Kalvebod Brygge, 1560 Copenhagen, Denmark",Copenhagen,1fe68f6c-ee3d-4105-984c-e075a56a7b0c
hotel_234,Scandic CPH Strandpark,"401 Amager Strandvej, 2770 Copenhagen, Denmark",Copenhagen,74da1da1-e17e-417d-8150-2dd13d795813
hotel_235,NH Collection Copenhagen,"Strandgade 7, Christianshavn, 1401 Copenhagen, Denmark",Copenhagen,2c749f6e-e39a-4106-938b-ea53c31fa7fc
hotel_236,Hotel Mayfair,"Helgolandsgade 3, Vesterbro, 1653 Copenhagen, Denmark",Copenhagen,9c2a4bc1-3bbe-4498-a274-56cfe9973f4d
hotel_237,Scandic Norreport,"18 Frederiksborggade, 1360 Copenhagen, Denmark",Copenhagen,02b0723c-a43b-4176-8c90-bdc992ae4514
hotel_238,Grand Joanne,"Vesterbrogade 9, Vesterbro, DK-1620 Copenhagen, Denmark",Copenhagen,d43b51d1-960d-4a82-b412-ae0f65c02414
hotel_239,Hotel Tiffany,"Colbjørnsensgade 28, Vesterbro, 1652 Copenhagen, Denmark",Copenhagen,6b0e9bba-3fef-4cda-9433-a0adced9ef47
hotel_300,SmartStay at Grande Signature - Downtown Dubai City Views - Brand New Luxury Apartments,"Grande Signature Residences, Opera District, Downtown Dubai, Dubai, United Arab Emirates",Dubai,66f94259-5f6b-407a-8ae4-1c450206a5ad
hotel_301,ibis Styles Dubai Airport Hotel,"Casablanca St Off Airport Road Al Garhoud Next to Ggico Metro Station, Garhoud, 13868 Dubai, United Arab Emirates",Dubai,a3f03ece-151e-48ee-beee-336351ef71c9
hotel_302,Resivation Hotel,"Resivation Al Furjan Dubai, Dubai, United Arab Emirates",Dubai,967533d6-139f-484a-9adb-06afc5dd26d5
hotel_303,"Lemon Tree Hotel, Jumeirah Dubai","Al Wasl Road, Umm Al Sheif, Jumeirah Dubai 122487, United Arab Emirates, Dubai, United Arab Emirates",Dubai,e301e757-340f-4ac5-ba47-bb038bc28569
hotel_304,Centara Mirage Beach Resort Dubai,"Dubai Islands, Dubai, United Arab Emirates",Dubai,4d86bc08-f011-4acf-9101-030cd589a99f
hotel_305,First Central Hotel Suites,"Al Barsha, Tecom, Barsha Heights (Tecom) , Dubai, United Arab Emirates",Dubai,60091e58-8891-4cac-b3ea-51a52a9db4bd
hotel_306,Golden Sands Suites,"15 B St, Al Mankhool Road, Bur Dubai, Bur Dubai, Dubai, United Arab Emirates",Dubai,90c125c5-f596-40c9-97ea-1fdda1090443
hotel_307,Luxury JBR Shams - Marina View - Free 5 star Beach Resorts Access!,"Al Mamsha Street Shams, Jumeirah Beach Residence, Jumeirah Beach Residence, Dubai, United Arab Emirates",Dubai,a30b2975-f63e-481f-8467-590393cf3b73
hotel_308,Dunya Tower · Downtown Luxury · 5 Min Walk To Dubai Mall!,"Dunya Tower, Downtown Dubai, Dubai, United Arab Emirates",Dubai,2672ff39-4895-47d9-b831-5cbb598999cf
hotel_309,Citymax Hotel Al Barsha at the Mall,"Al Barsha, Al Barsha, Dubai, United Arab Emirates",Dubai,ecdcf683-dcd7-4f6e-87dd-7751cfb83fa3
hotel_310,Golden Sands Boutique Hotel-Dubai Creek,"Banyas Street, Dubai, United Arab Emirates",Dubai,b6f52831-5ac2-4f9a-acb9-6892c95870ec
hotel_311,Ultra Luxury Palm Tower with Shared Hotel Facilities,"Palm Tower, Palm Jumeirah, Dubai, United Arab Emirates",Dubai,b82df412-6941-475a-8c0f-550222388dfb
hotel_312,"Th8 Palm Dubai Beach Resort, Vignette Collection, an IHG hotel","West Crescent, Palm Jumeirah, null Dubai, United Arab Emirates",Dubai,b832af44-8c89-4433-aa4c-9c7692bad24d
hotel_313,Millennium Place Barsha Heights Hotel Apartments,"First Al Khail Street Tecom, Barsha Heights, Barsha Heights (Tecom) , Dubai, United Arab Emirates",Dubai,e0c8b8c6-d7a3-4423-b58e-d2b591357921
hotel_314,Kasco Homes Waves Tower Business Bay,"Marasi Drive, Dubai, United Arab Emirates",Dubai,5a866468-1489-40c6-acbc-8770882220d7
hotel_315,Luxury JBR · Marina View · 5* Beach Resorts Access,"Al Mamsha Street Jumeirah Beach Residence, Dubai, Jumeirah Beach Residence, Dubai, United Arab Emirates",Dubai,a2d85eb8-476d-46d6-9ed8-76000be7783b
hotel_316,Emaar Residences Dubai Marina by Qstay - formerly Address Dubai Marina,"Address Dubai Marina, Dubai Marina, Dubai, United Arab Emirates",Dubai,a0db4557-ccb5-4225-9524-a895bb3de85e
hotel_317,"FORM Hotel Al Jaddaf, Dubai, a Member of Design Hotels","Al Jadaf, Bur Dubai, Dubai, United Arab Emirates",Dubai,c0ef0393-0b98-4092-b362-43b4fd2b4b71
hotel_318,Studio M Al Barsha Hotel by Millennium,"Street 5 Al Barsha, Al Barsha, Dubai, United Arab Emirates",Dubai,4d123aee-ff8f-4791-857f-e0738d068c72
hotel_319,"JA The Resort - JA Palm Tree Court, Dubai","Exit 13, Sheikh Zayed Road, Jebel Ali, Dubai, United Arab Emirates",Dubai,2ec89e33-68a9-4ca1-bb63-ed29d4e1ad8f
hotel_320,The Lana - Dorchester Collection,"Marasi Drive Burj Khalifa District, Dubai, United Arab Emirates",Dubai,2efac130-a370-47a1-96c5-c5abd42c25c4
hotel_321,Maison Privee - Fabulous Studio with Direct Burj Khalifa Views,"Financial Center Rd, Downtown Dubai, Dubai, United Arab Emirates",Dubai,05793d02-1283-41f1-9c31-846f6bb362fd
hotel_322,Swissôtel Al Murooj Dubai,"Al Mustaqbal Street, Opposite The Dubai Mall, Downtown Dubai, Trade Center Area, 117546 Dubai, United Arab Emirates",Dubai,3a42de79-5310-45e4-9a63-a32cc1daaff6
hotel_323,Gateway Hotel,"Khaleed Bin Waleed Street, Bur Dubai, Dubai, United Arab Emirates",Dubai,63b52244-bf7e-4ee7-9c8f-edfa1076d167
hotel_324,SIMPLY COMFORT in J ONE Tower,"12 Marasi Drive, Dubai, United Arab Emirates",Dubai,4330bda4-cca9-44c4-be6e-bbfb3ea92694
hotel_325,"Holiday Inn & Suites - Dubai Festival City Mall, an IHG Hotel","Gateway Avenue, Dubai Festival City, 000 Dubai, United Arab Emirates",Dubai,16ddaf5c-12a1-4a9d-800e-5e63b316102f
hotel_326,VOGO Grand Hotel Formerly Best Western Plus Hotel Dubai Academic City,"Al Ruwayyah First, 111658 Dubai, United Arab Emirates",Dubai,25a8b8fd-9507-475e-9362-0608aae07cf6
hotel_327,SO/ Uptown Dubai,"Uptown Tower Uptown, Jumeirah Lake Towers, 337777 Dubai, United Arab Emirates",Dubai,788c83f0-165f-428e-9440-9a7a8f8c400f
hotel_328,Paramount Hotel Midtown,"Al Mustaqbal Street, Dubai, United Arab Emirates",Dubai,a2b965e2-9bbc-4ba4-9b27-085e80e4d1db
hotel_329,"Staybridge Suites Dubai Al-Maktoum Airport, an IHG Hotel","Aviation City A, Dubai World Central, null Dubai, United Arab Emirates",Dubai,80ee4fba-2690-4520-8adc-a5d1dc09c47b
hotel_330,Ibis Al Rigga,"Al Rigga Road, Dubai, United Arab Emirates",Dubai,8b771ec6-ef26-410c-a62b-def36269eff1
hotel_331,"Barcelo Al Jaddaf, Dubai","326 Al Khail Road, Al Jaddaf Area, United Arab Emirates, Bur Dubai, Dubai, United Arab Emirates",Dubai,eb38090a-0881-4fa3-9b36-6ba4aa1f3dd5
hotel_332,Paramount Hotel Dubai,"Marasi Drive, Dubai, United Arab Emirates",Dubai,b292232f-7c0f-4245-9246-11c12c96b4fa
hotel_333,GLOBALSTAY at Palm Jumeirah Beachfront Paradise with Pool and Gym,"Sarai Apartments, Palm Jumeirah East Crescent Rd, Palm Jumeirah, Dubai, United Arab Emirates",Dubai,20686693-47f6-461b-ad27-67b9dcd9005d
hotel_334,SIMPLY COMFORT in Sarai Palm Jumeirah,"Crescent Road, Palm Jumeirah, Dubai, United Arab Emirates",Dubai,a7402ef9-f6f2-4811-9bd5-eeef3fdfaa8f
hotel_335,Hampton By Hilton Dubai Airport,"Damascus Street, Al Qusais, Al Qusais, Dubai, United Arab Emirates",Dubai,1eed41aa-b58d-48c6-a973-e4877762d0c5
hotel_336,Al Fattan I Sea View I Luxury JBR I Free 5 Star Beach Resorts Access!,"Al Fattan Marine Tower, Jumeirah Beach Residence, Dubai, United Arab Emirates",Dubai,9f9480f0-e4af-4d21-9348-8e85fa338e90
hotel_337,Millennium Executive Apartments Mont Rose,"Dubai Science Park, Al Barsha South Dubai, Al Barsha, Dubai, United Arab Emirates",Dubai,643f53d2-d9ff-408d-bc89-636cf5ff82a5
hotel_338,Anantara The Palm Dubai Resort,"The Palm Jumeirah, Crescent Road (East), Palm Jumeirah, 71607 Dubai, United Arab Emirates",Dubai,4650e4d7-50b8-4c6a-8319-d2c578e899ac
hotel_339,ibis Styles Dubai Deira,"ibis Styles Dubai Deira Maitha Plaza Al Khaleej Road 110 Deira, 15472 Dubai, United Arab Emirates",Dubai,59d8a9e9-581e-4d51-b28a-b5178a028932
hotel_340,DoubleTree by Hilton Dubai - Business Bay,"Bay Square 5, Business Bay , Dubai, United Arab Emirates",Dubai,3a06ad80-40b3-4397-b62c-5b72f0bf7eef
hotel_341,"Element Al Mina, Dubai Jumeirah","Sheikh Rashid Road & 37th Street, Bur Dubai, Dubai, United Arab Emirates",Dubai,c4e03531-aea7-460b-b564-0337e9ac6f0b
hotel_342,Pullman Dubai Downtown,"Marasi Drive, Business Bay, Dubai, United Arab Emirates",Dubai,fbb60401-c274-499f-b26d-54d768682926
hotel_343,Beach Walk Boutique Jumeirah,"Beach Walk Boutique Jumeirah Jumeirah Beach Road Next to Umm Suqeim Umm Suqeim Dubai - United Arab Emirates, Umm Suqeim, Dubai, United Arab Emirates",Dubai,5e532f88-622c-4025-8ab2-770f000b4ba2
hotel_344,LUX 1BR Burj Khalifa and Fountain Views,"15 Sheikh Mohammed bin Rashid Blvd, Downtown Dubai, Dubai, United Arab Emirates",Dubai,b03611fd-acce-4315-945c-b9a8ea67cccf
hotel_345,FAM Living - City Walk - Urban Staycations,"City Walk , Building 6A, Al Wasl, Dubai, United Arab Emirates",Dubai,68672da8-db17-40af-a531-49ba08112135
hotel_346,Jannah Marina Hotel Apartments,"Al Seba Street, Dubai Marina, Dubai, United Arab Emirates",Dubai,86df46e7-f16a-4c04-a187-3bd709ec67c9
hotel_347,Silvia s holiday homes Marina & JBR Atlantic,"Al Marsa Street, Jumeirah Beach Residence, Dubai, United Arab Emirates",Dubai,f82350b6-6f2c-4ec0-8baf-436364b31316
hotel_400,Sakura Hotel Nippori,"Tokyo-to, Tokyo, Bunkyo-ku Sendagi 3-43-15, Japan",Tokyo,99eb034e-7ce4-4e2f-beb8-3d72f89328dd
hotel_401,MONday Apart Premium Asakusa,"Tokyo-to, Tokyo, Taitoku Nishiasakusa 2-16-5, Japan",Tokyo,59243f03-514c-4953-b8df-7fa24483d045
hotel_402,Henn na Hotel Tokyo Haneda,"Tokyo-to, Tokyo, Higashikojiya 2-11-18, Japan",Tokyo,807d011c-fecf-4482-a534-747a3a882f81
hotel_403,Henn na Hotel Tokyo Nishikasai,"Tokyo-to, Tokyo, Edogawa-ku Nishikasai 5-4-7, Japan",Tokyo,23424354-0691-4e04-b7ac-5898e74b09e7
hotel_404,Comfort Hotel Tokyo Higashi Kanda,"Tokyo-to, Tokyo, Chiyoda-ku Higashi-Kanda 1-9-10, Japan",Tokyo,b4f3d943-4548-43af-aabc-879767e254a6
hotel_405,Hotel GrandBach Tokyo Ginza,"Tokyo-to, Tokyo, Chuo-ku Ginza 5-13-12, Japan",Tokyo,53fc0203-e816-4438-b11e-87b2c2a1c72c
hotel_406,Hotel Musse Ginza Meitetsu,"Tokyo-to, Tokyo, Chuo-ku Ginza 7-12-9, Japan",Tokyo,7a806167-8fd9-464a-bed6-3bbb4280c1bc
hotel_407,Henn na Hotel Tokyo Asakusabashi,"Tokyo-to, Tokyo, Taito-ku Asakusabashi 1-10-5, Japan",Tokyo,c90b0bf5-4dc4-4ab9-9c2b-83b3a4b42e37
hotel_408,Hotel JAL City Tokyo Toyosu,"Tokyo-to, Tokyo, Koto-ku Toyosu 6-4-20, Japan",Tokyo,8e9b6596-ebc4-4a2a-9420-1fb0c0f38a05
