hotel_id,hotel_name,hotel_address,hotel_city,hotel_UUID
hotel_146,Esposizione Palace Hotel,"Via Nazionale 66, Rione Monti, 00184 Rome, Italy",Rome,06e3db16-add2-4c67-8e53-145950877871
hotel_200,CPH Studio Hotel,"Krimsvej 29, Amager Øst, 2300 Copenhagen, Denmark",Copenhagen,92fd6d5c-3eaf-4f26-a1ff-4683d219bbd5
hotel_201,Best Western Hotel Hebron,"Helgolandsgade 4, Vesterbro, 1653 Copenhagen, Denmark",Copenhagen,b45b5250-d9fe-4b39-b17c-61e7cab93d04
hotel_202,AC Hotel by Marriott Bella Sky Copenhagen,"Center Boulevard 5, Amager Vest, 2300 Copenhagen, Denmark",Copenhagen,9620b1b1-beab-4378-a198-6a8184a35828
hotel_203,Motel One Copenhagen,"Løngangstræde 27, 1468 Copenhagen, Denmark",Copenhagen,895de938-ea1b-42f0-8688-4a5a3bec3d7b
hotel_204,City Hotel Nebo,"Istedgade 6, Vesterbro, 1650 Copenhagen, Denmark",Copenhagen,504b9a8f-4a7c-4706-a4d2-9f77be598984
hotel_205,WIDE Hotel,"61 Studiestræde, 1554 Copenhagen, Denmark",Copenhagen,c94d230a-04c6-4ef0-8c6d-5e772a2bf785
hotel_206,Cabinn City,"Mitchellsgade 14, 1568 Copenhagen, Denmark",Copenhagen,0f3a59b0-de6a-4e06-942d-8dff34111949
hotel_207,Hotel Kong Arthur,"Nørre Søgade 11, 1370 Copenhagen, Denmark",Copenhagen,630ea127-8733-46e8-a9a0-c6de751e4ff1
hotel_208,Best Western Plus Airport Hotel,"Kastruplundgade 15, DK-2770 Copenhagen, Denmark",Copenhagen,178db732-e8bf-4898-8893-f948e7668c7a
hotel_209,Comfort Hotel Copenhagen Airport,"Ellehammersvej Kastrup, 2770 Copenhagen, Denmark",Copenhagen,a1fb8ea2-9af4-4dc0-8923-af702ca3f73d
hotel_210,Zoku Copenhagen,"Amagerfælledvej 108, Amager Vest, 2300 Copenhagen, Denmark",Copenhagen,18b8439c-88db-4376-92aa-e2ba6779fc2e
hotel_211,Ibsens Hotel,"Vendersgade 23, 1363 Copenhagen, Denmark",Copenhagen,306be9bf-6c0c-413c-b724-f0da08b39b7e
hotel_212,Hotel Maritime,"19 Peder Skrams Gade, 1054 Copenhagen, Denmark",Copenhagen,c4e1c79a-42c3-4927-b1c4-f11e7a29e56b
hotel_213,Scandic Kødbyen,"3 Skelbækgade, Vesterbro, 1717 Copenhagen, Denmark",Copenhagen,6b004c07-4d91-4d2a-8dbb-dc751f076874
hotel_214,citizenM Copenhagen Radhuspladsen,"H.C. Andersens Boulevard 12, 1553 Copenhagen, Denmark",Copenhagen,0ca7d3f4-a3d8-4779-974a-71fbc49ad3e9
hotel_215,Copenhagen Go Hotel,"Gemmas Alle 203, 2770 Copenhagen, Denmark",Copenhagen,a41e8104-320b-4105-baaf-e16f94dac4cd
hotel_216,Generator Copenhagen,"Adelgade 5 -7, 1304 Copenhagen, Denmark",Copenhagen,451fe376-f97c-49f0-b733-a2cb821c7150
hotel_217,STAY Bryggen,"Knud Kristensens Gade 6, Amager Vest, 2300 Copenhagen, Denmark",Copenhagen,76e2c975-e0cb-454c-bc9e-12b097b0e814
hotel_218,STAY Nordhavn,"5 Fortkaj, Østerbro, 2150 Copenhagen, Denmark",Copenhagen,0a832f9f-fbdc-4db4-a572-b6cfbf8dcbe2
hotel_219,"Crowne Plaza Copenhagen Towers, an IHG Hotel","Ørestads Boulevard 114-118, Amager Vest, 2300 Copenhagen, Denmark",Copenhagen,67702387-2709-4d3a-9fd8-660ed7544b75
hotel_220,Clarion Hotel Copenhagen Airport,"Ellehammersvej 20, 2770 Copenhagen, Denmark",Copenhagen,32d32277-3eff-40f2-852e-9d1e796d6c44
hotel_221,Zleep Hotel Copenhagen Airport,"Løjtegaardsvej 97A, 2770 Copenhagen, Denmark",Copenhagen,b68ec4b9-6df1-4ece-913e-b7bbf6a5bfca
hotel_222,Scandic Falkoner,"Falkoner Alle 9, Frederiksberg, 2000 Copenhagen, Denmark",Copenhagen,681c3243-6450-40f2-a0ae-f8e851d22893
hotel_223,Ascot Hotel,"Studiestræde 61, 1554 Copenhagen, Denmark",Copenhagen,e98cb268-48d1-4c3e-8f3b-46a05ea6f1a6
hotel_224,Scandic Copenhagen,"Vester Søgade 6, 1601 Copenhagen, Denmark",Copenhagen,89ae7c8e-8222-472f-955c-f579c3fc1a51
hotel_225,Moxy Copenhagen Sydhavnen,"Sydhavns Plads 2, Sydhavnen, 2450 Copenhagen, Denmark",Copenhagen,9d1ac3d3-f820-4355-8c6a-9bb58e7ab188
hotel_226,Cabinn Apartments,"Arne Jacobsens Allé 4, Amager Vest, 2300 Copenhagen, Denmark",Copenhagen,9a35c707-b28d-4fc1-b765-d1baa03fbf8b
hotel_227,Hotel Skt. Annæ,"Sankt Annae Plads 14-20, 1250 Copenhagen, Denmark",Copenhagen,52b9f69a-b54b-4c93-8297-8ae2cc739cd6
hotel_228,Scandic Palace Hotel,"Rådhuspladsen 57, 1550 Copenhagen, Denmark",Copenhagen,2828d31d-bf27-4813-8540-559b09d8fbaf
hotel_229,Charlottehaven,"12C Hjørringgade, Østerbro, 2100 Copenhagen, Denmark",Copenhagen,9b7e23d4-487f-4f45-86ca-9f3b31203792
hotel_230,Comfort Hotel Vesterbro,"Vesterbrogade 23-29, Vesterbro, 1620 Copenhagen, Denmark",Copenhagen,ddf4af4e-7d1d-4c01-b40a-27cede5ce45d
hotel_231,STAY Seaport,"Murmanskgade 15, Østerbro, 2150 Copenhagen, Denmark",Copenhagen,bbf7b11b-07bb-4f6d-b980-b812032b9ffc
hotel_232,CPH Hotel,"Tietgensgade 65, Vesterbro, 1704 Copenhagen, Denmark",Copenhagen,bbc4db2d-ad7d-4859-b07c-1bc706e24397
